RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"19","매디슨 카운티의 다리","뮤지컬","20250501","20250713","서울특별시","광림아트센터","서울특별시 강남구 논현로163길 33 (신사동)","37.5238342","127.0251165"
"20","현역가왕2 전국투어 콘서트 [부산]","대중음악","20250503","20250503","부산광역시","벡스코 (BEXCO)","부산광역시 해운대구 APEC로 55","35.1679229","129.1356974"
"21","미스터트롯3 전국투어 콘서트 [대구]","대중음악","20250503","20250504","대구광역시","엑스코 컨벤션홀","대구 북구 엑스코로 10","35.9068440","128.6133130"
"22","현역가왕2 전국투어 콘서트 [창원]","대중음악","20250517","20250517","경상남도","창원컨벤션센터","경상남도 창원시 성산구 원이대로 362","35.2383993","128.6568950"
"23","Jay Park World Tour: Serenades & Body Rolls","대중음악","20250524","20250525","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"24","미스터트롯3 전국투어 콘서트 [부산]","대중음악","20250419","20250420","부산광역시","벡스코 (BEXCO)","부산광역시 해운대구 APEC로 55","35.1679229","129.1356974"
"25","진격의 거인 오피셜 콘서트: Beyond the Walls World Tour","서양음악(클래식)","20250531","20250601","서울특별시","고려대학교 화정체육관","서울특별시 성북구 안암로 145 (안암동5가)","37.5929400","127.0249030"
"26","미스터트롯3 전국투어 콘서트 [인천]","대중음악","20250531","20250601","인천광역시","송도컨벤시아","인천광역시 연수구 송도동 센트럴로 123","37.3881431","126.6455531"
"27","PEAK FESTIVAL","대중음악","20250524","20250525","서울특별시","난지한강공원","서울특별시 마포구 한강난지로 162","37.5628372","126.8854229"
"28","박서진 콘서트, NEW: BEGIN","대중음악","20250412","20250413","서울특별시","장충체육관","서울특별시 중구 장충동 동호로 241","37.5581660","127.0067170"
"29","AAA TOUR BY HYUKOH & SUNSET ROLLERCOASTER [서울]","대중음악","20250426","20250427","서울특별시","장충체육관","서울특별시 중구 장충동 동호로 241","37.5581660","127.0067170"
"30","N.Flying LIVE, &CON4: FULL CIRCLE","대중음악","20250509","20250511","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"31","이미자 전통가요 헌정 공연: 맥 (脈) 을 이음","대중음악","20250426","20250427","서울특별시","세종문화회관","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.9756429"
"32","Theatre 이문세 [서울]","대중음악","20250502","20250503","서울특별시","세종문화회관","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.9756429"
"33","EUNHYUK LIVE TOUR, Limitless: Time-Special [서울]","대중음악","20250405","20250406","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"34","OH MY GIRL CONCERT: Milky Way","대중음악","20250419","20250420","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"35","현역가왕2 전국투어 콘서트 [대전]","대중음악","20250531","20250531","대전광역시","대전컨벤션센터(DCC)","대전광역시 유성구 엑스포로 107 (도룡동)","36.3749012","127.3916831"
"36","미스터트롯3 전국투어 콘서트 [성남]","대중음악","20250517","20250518","경기도","성남아트센터","경기도 성남시 분당구 성남대로 808 (야탑동)","37.4027309","127.1312435"
"37","DAESUNG ASIA TOUR: D's WAVE IN SEOUL","대중음악","20250426","20250427","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"38","NELL'S SEASON: Acoustic Concert, Still Sunset","대중음악","20250502","20250511","서울특별시","유니버설아트센터","서울특별시 광진구 천호대로 664 (능동)","37.5505555","127.0882624"
"39","미스터트롯3 전국투어 콘서트 [창원]","대중음악","20250621","20250622","경상남도","창원컨벤션센터","경상남도 창원시 성산구 원이대로 362","35.2383993","128.6568950"
"40","배니싱","뮤지컬","20250204","20250525","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"41","현역가왕2 전국투어 콘서트 [안양]","대중음악","20250607","20250607","경기도","안양종합운동장","경기도 안양시 동안구 평촌대로 389 (비산동)","37.4055150","126.9476900"
"42","미스터트롯3 전국투어 콘서트 [진주]","대중음악","20250412","20250413","경상남도","진주실내체육관","경남 진주시 남강로 1655","35.2088845","128.1250549"
"43","미스터트롯3 전국투어 콘서트 [광주]","대중음악","20250510","20250511","광주광역시","김대중컨벤션센터","광주광역시 서구 치평동 상무누리로 30","35.1467771","126.8404805"
"44","원스","뮤지컬","20250219","20250531","서울특별시","코엑스 아티움","서울특별시 강남구 삼성동 영동대로 513 코엑스아티움","37.5099930","127.0614770"
"45","현역가왕2 전국투어 콘서트 [전주]","대중음악","20250524","20250525","전라북도","한국소리문화의전당","전라북도 전주시 덕진구 소리로 31 (덕진동1가) 소리문화전당","35.8552450","127.1376670"
"46","미스터트롯3 전국투어 콘서트 [수원]","대중음악","20250719","20250720","경기도","경희대학교","서울특별시 동대문구 경희대로 26","37.5939491","127.0548910"
"47","꽃의 비밀","연극","20250208","20250511","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"48","EDC KOREA","대중음악","20250425","20250426","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"49","TEN CONCERT: 1001 MOVEMENT: STUNNER [서울]","대중음악","20250412","20250413","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"50","미스터트롯3 전국투어 콘서트 [대전]","대중음악","20250712","20250713","대전광역시","대전컨벤션센터(DCC)","대전광역시 유성구 엑스포로 107 (도룡동)","36.3749012","127.3916831"
